model,class,window,validation_FPR_target,threshold,positives,negatives,TP,FP,recall,FPR
global_raw,benign,full_test,0.001,0.9776881337165833,2652203,390270,1593472,307,0.6008107222561773,0.0007866348937914777
global_raw,benign,time_quartile_1,0.001,0.9776881337165833,420631,339986,238016,0,0.5658546326828028,0.0
global_raw,benign,time_quartile_2,0.001,0.9776881337165833,752591,8028,458183,305,0.6088074398976336,0.0379920279023418
global_raw,benign,time_quartile_3,0.001,0.9776881337165833,759904,714,450660,2,0.5930485956120773,0.0028011204481792717
global_raw,benign,time_quartile_4,0.001,0.9776881337165833,719077,41542,446613,0,0.6210920388219898,0.0
global_raw,benign,full_test,0.01,0.8738133907318115,2652203,390270,2365993,2824,0.8920859376148809,0.007236016091423886
global_raw,benign,time_quartile_1,0.01,0.8738133907318115,420631,339986,379135,6,0.9013482125663587,1.764778549704988e-05
global_raw,benign,time_quartile_2,0.01,0.8738133907318115,752591,8028,670965,2589,0.8915400263888353,0.32249626307922274
global_raw,benign,time_quartile_3,0.01,0.8738133907318115,759904,714,675753,229,0.8892610119172948,0.32072829131652664
global_raw,benign,time_quartile_4,0.01,0.8738133907318115,719077,41542,640140,0,0.8902245517517595,0.0
global_raw,bot,full_test,0.001,0.0046463110484182835,41542,3000931,41422,1688,0.9971113571806846,0.0005624921066162468
global_raw,bot,time_quartile_1,0.001,0.0046463110484182835,0,760617,0,940,,0.001235838799290576
global_raw,bot,time_quartile_2,0.001,0.0046463110484182835,0,760619,0,246,,0.00032342079280165233
global_raw,bot,time_quartile_3,0.001,0.0046463110484182835,0,760618,0,214,,0.0002813501652603541
global_raw,bot,time_quartile_4,0.001,0.0046463110484182835,41542,719077,41422,288,0.9971113571806846,0.00040051343597417247
global_raw,bot,full_test,0.01,0.0037123849615454674,41542,3000931,41422,40596,0.9971113571806846,0.013527801872152342
global_raw,bot,time_quartile_1,0.01,0.0037123849615454674,0,760617,0,39709,,0.0522063009372654
global_raw,bot,time_quartile_2,0.01,0.0037123849615454674,0,760619,0,292,,0.0003838978516182215
global_raw,bot,time_quartile_3,0.01,0.0037123849615454674,0,760618,0,263,,0.0003457714647825847
global_raw,bot,time_quartile_4,0.01,0.0037123849615454674,41542,719077,41422,332,0.9971113571806846,0.0004617029886924488
global_raw,brute_force,full_test,0.001,0.0005240934551693499,37696,3004777,37696,1914,1.0,0.0006369857064267997
global_raw,brute_force,time_quartile_1,0.001,0.0005240934551693499,37696,722921,37696,1291,1.0,0.0017858106210775452
global_raw,brute_force,time_quartile_2,0.001,0.0005240934551693499,0,760619,0,204,,0.00026820260866478485
global_raw,brute_force,time_quartile_3,0.001,0.0005240934551693499,0,760618,0,127,,0.00016696949059843443
global_raw,brute_force,time_quartile_4,0.001,0.0005240934551693499,0,760619,0,292,,0.0003838978516182215
