model,class,AP,R_at_FPR_001,R_at_FPR_01
global_raw,backdoor,0.9992635022289643,0.9996002997751686,0.9996002997751686
global_raw,benign,0.9696872165668627,0.41253352433897533,0.8117780481882274
global_raw,ddos,0.9876027788072403,0.9855232344345739,0.9884650370628423
global_raw,dos,0.9928499820565561,0.9878439754207855,0.9961706296197346
global_raw,injection,0.9658975964608679,0.881624595375303,0.9719121510792411
global_raw,mitm,0.7127024847918508,0.710594315245478,0.9069767441860465
global_raw,password,0.6502148487156759,0.0020952733099155727,0.04510526141141782
global_raw,ransomware,0.07962217406949548,0.06770098730606489,0.9153737658674189
global_raw,scanning,0.5407495097678198,0.5345828495604578,0.8241831149444352
global_raw,xss,0.7340428453150577,0.014404369296271091,0.11427233651491621
global_calibrated,backdoor,0.999270662793181,0.9996002997751686,0.9996002997751686
global_calibrated,benign,0.9693699341456449,0.3900476293188234,0.8117461686954234
global_calibrated,ddos,0.988109421394476,0.9856393582225319,0.9884456830981827
global_calibrated,dos,0.9926613488651543,0.987754920295663,0.9961261020571733
global_calibrated,injection,0.9646292158574428,0.8713910380165769,0.9714766805533379
global_calibrated,mitm,0.7181661393237538,0.7183462532299741,0.9121447028423773
global_calibrated,password,0.6535724400385386,0.001810847068750563,0.04527117671876407
global_calibrated,ransomware,0.07602936522333247,0.05218617771509168,0.9153737658674189
global_calibrated,scanning,0.6182179940066211,0.5848399402886051,0.8973295737269862
global_calibrated,xss,0.7329793405509549,0.014357837919582148,0.11323701338358722
designed_e1_raw,backdoor,0.9986849651619262,0.9996002997751686,0.9996002997751686
designed_e1_raw,benign,0.9698298103021584,0.7768157406013151,0.8476628262052144
designed_e1_raw,ddos,0.9885876657586121,0.889624339545956,0.9885618068861406
designed_e1_raw,dos,0.985153724107438,0.9743966515272954,0.9897586606109181
designed_e1_raw,injection,0.9685444195985224,0.8573688870824926,0.9687477319243443
designed_e1_raw,mitm,0.6185291378212963,0.7743324720068906,0.8975021533161068
designed_e1_raw,password,0.6522405756116784,0.0014884973287635516,0.044579072865262546
designed_e1_raw,ransomware,0.15804720491945376,0.44992947813822287,0.92524682651622
designed_e1_raw,scanning,0.8426229283149568,0.8255100348316471,0.9766130369878918
designed_e1_raw,xss,0.7204959983011106,0.00750318449109215,0.09300168094598289
designed_e1_calibrated,backdoor,0.998684966730362,0.9996002997751686,0.9996002997751686
designed_e1_calibrated,benign,0.9698298098865737,0.7768157406013151,0.8476628262052144
designed_e1_calibrated,ddos,0.9885876657638482,0.889624339545956,0.9885618068861406
designed_e1_calibrated,dos,0.9851537242263125,0.9743966515272954,0.9897586606109181
designed_e1_calibrated,injection,0.9685444197656521,0.8573688870824926,0.9687477319243443
designed_e1_calibrated,mitm,0.6185293343565222,0.7743324720068906,0.8975021533161068
designed_e1_calibrated,password,0.6522405808818798,0.0014884973287635516,0.044579072865262546
designed_e1_calibrated,ransomware,0.15804720491945373,0.44992947813822287,0.92524682651622
designed_e1_calibrated,scanning,0.8426229389733872,0.8255100348316471,0.9766130369878918
designed_e1_calibrated,xss,0.7204959653654741,0.00750318449109215,0.09299877273493982
designed_e2_raw,backdoor,0.99900408365874,0.9995003747189608,0.9995003747189608
designed_e2_raw,benign,0.9734995663999926,0.7878765680301594,0.8809823224820966
designed_e2_raw,ddos,0.9935289828587209,0.9840039482087906,0.9944841200719967
designed_e2_raw,dos,0.9904688650943114,0.9777807462819486,0.9920295663015406
designed_e2_raw,injection,0.9410889793938756,0.8146201971229914,0.9628979111930441
designed_e2_raw,mitm,0.6190133246479783,0.8087855297157622,0.9577950043066322
designed_e2_raw,password,0.6380875959286841,0.0016022678252295556,0.04631881337372186
designed_e2_raw,ransomware,0.3277428245932814,0.9026798307475318,0.9153737658674189
designed_e2_raw,scanning,0.9144554547520318,0.9003151434732128,0.9892187759164041
designed_e2_raw,xss,0.74052556227363,0.01715262873196182,0.13830870078579863
designed_e2_calibrated,backdoor,0.9990231110828708,0.9995003747189608,0.9995003747189608
designed_e2_calibrated,benign,0.9734265428999371,0.8002464895252126,0.8798305910186651
designed_e2_calibrated,ddos,0.993553885520541,0.9835104221099692,0.9944841200719967
designed_e2_calibrated,dos,0.9906302093281315,0.9776471635942648,0.9925638970522753
designed_e2_calibrated,injection,0.9395279137340014,0.8080591078660493,0.9629414582456344
designed_e2_calibrated,mitm,0.6283358365703762,0.8096468561584841,0.9621016365202412
designed_e2_calibrated,password,0.6378060133066425,0.0015975273878768056,0.04584951007579959
designed_e2_calibrated,ransomware,0.3236126998986416,0.8998589562764457,0.9139633286318759
